trial_number,response,answer,ACCURACY,gesture_presence,self-talk_presence,gesture_axis,ITEM_CODE,LIST,SUBJ,SPATIAL_FIRST,item_axis,DIFFICULTY_with_invalid,difficulty_indicator_without_invalid,correct_deSoto,correct_deSoto_without_invalid,trial_type,validity,comments,File,Begin Time - msec,Begin Time - PAL,End Time - msec,End Time - PAL,Duration - msec,Duration - PAL,GESTURE_PRESENT,SPATIAL_TRIAL,VERTICAL_TRIAL,deSoto_difficulty
1,"""can't tell""","""yes""",0,yes,no,sagittal,012,1,16,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,12723,00:00:12:18,26748,00:00:26:18,14025,00:00:14:00,1,1,1,EASIEST
1,"""can't tell""","""yes""",0,no,NA,NA,022,7,22,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,6341,00:00:06:08,20487,00:00:20:12,14146,00:00:14:03,0,0,0,EASIEST
1,"""no""","""yes""",0,yes,NA,lateral,032,5,34,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,6285,00:00:06:07,19952,00:00:19:23,13667,00:00:13:16,1,1,0,EASIEST
1,"""no""","""yes""",0,no,NA,NA,004,4,33,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,10280,00:00:10:07,24080,00:00:24:02,13800,00:00:13:20,0,0,1,HARD
1,"""no""","""yes""",0,no,NA,NA,014,2,24,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,10864,00:00:10:21,24972,00:00:24:24,14108,00:00:14:02,0,1,1,HARD
1,"""no""","""yes""",0,yes,NA,lateral,024,8,23,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,11172,00:00:11:04,25103,00:00:25:02,13931,00:00:13:23,1,0,0,HARD
1,"""can't tell""","""yes""",0,no,NA,NA,024,8,30,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,8840,00:00:08:21,22760,00:00:22:19,13920,00:00:13:23,0,0,0,HARD
1,no response,"""yes""",0,yes,NA,lateral,024,8,37,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,11428,00:00:11:10,25523,00:00:25:13,14095,00:00:14:02,1,0,0,HARD
1,no response,"""yes""",0,yes,no,lateral,034,6,21,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,9671,00:00:09:16,23701,00:00:23:17,14030,00:00:14:00,1,1,0,HARD
1,"""no""","""yes""",0,yes,NA,lateral,034,6,28,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,7823,00:00:07:20,21764,00:00:21:19,13941,00:00:13:23,1,1,0,HARD
1,"""no""","""yes""",0,yes,NA,lateral,034,6,35,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,9238,00:00:09:05,23095,00:00:23:02,13857,00:00:13:21,1,1,0,HARD
2,no response,"""no""",0,no,no,NA,018,1,14,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,26583,00:00:26:14,40627,00:00:40:15,14044,00:00:14:01,0,1,1,HARD
2,"""yes""","""no""",0,no,no,NA,018,1,15,1,vertical,HARD,1,41.5,41.5,spatial,valid,"those look less like fidgets and more like gestures, but going to be conservative and code no gesture",CGChains_15_2018-03-09_40-L1.eaf,27512,00:00:27:12,41567,00:00:41:14,14055,00:00:14:01,0,1,1,HARD
2,"""can't tell""","""no""",0,no,NA,NA,028,7,22,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,20560,00:00:20:14,34440,00:00:34:11,13880,00:00:13:22,0,0,0,HARD
2,no response,"""no""",0,yes,yes,lateral,038,5,20,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,18362,00:00:18:09,32362,00:00:32:09,14000,00:00:14:00,1,1,0,HARD
3,"""no""","""can't tell""",0,yes,NA,other/unclear,010,3,32,0,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_32_2018-04-02_40-L3.eaf,37523,00:00:37:13,51229,00:00:51:05,13706,00:00:13:17,1,0,1,NA
3,"""yes""","""can't tell""",0,no,NA,NA,010,4,33,0,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_33_2018-04-02_40-L4.eaf,38340,00:00:38:08,52140,00:00:52:03,13800,00:00:13:20,0,0,1,NA
3,"""yes""","""can't tell""",0,no,no,NA,020,1,14,1,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_14_2018-03-09_40-L1.eaf,40699,00:00:40:17,54788,00:00:54:19,14089,00:00:14:02,0,1,1,NA
3,"""no""","""can't tell""",0,yes,NA,lateral,030,8,23,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,39245,00:00:39:06,53245,00:00:53:06,14000,00:00:14:00,1,0,0,NA
3,"""no""","""can't tell""",0,yes,NA,lateral,030,8,37,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,39618,00:00:39:15,53618,00:00:53:15,14000,00:00:14:00,1,0,0,NA
3,"""no""","""can't tell""",0,yes,yes,lateral,040,6,21,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,37936,00:00:37:23,52057,00:00:52:01,14121,00:00:14:03,1,1,0,NA
3,"""yes""","""can't tell""",0,yes,NA,lateral,040,5,34,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,34238,00:00:34:05,48142,00:00:48:03,13904,00:00:13:22,1,1,0,NA
3,"""no""","""can't tell""",0,yes,NA,lateral,040,6,35,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,37333,00:00:37:08,51285,00:00:51:07,13952,00:00:13:23,1,1,0,NA
4,"""yes""","""no""",0,no,NA,NA,018,2,24,1,vertical,HARD,1,41.5,41.5,spatial,valid,"then said ""not sure"" (not counted because not among responses)",CGChains_24_2018-03-11_40-L2.eaf,53192,00:00:53:04,67192,00:01:07:04,14000,00:00:14:00,0,1,1,HARD
4,"""can't tell""","""no""",0,yes,NA,vertical,018,2,31,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,51531,00:00:51:13,65531,00:01:05:13,14000,00:00:14:00,1,1,1,HARD
4,no response,"""no""",0,yes,NA,lateral,028,8,23,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,53428,00:00:53:10,67380,00:01:07:09,13952,00:00:13:23,1,0,0,HARD
4,"""yes""","""no""",0,yes,NA,lateral,028,8,37,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,53713,00:00:53:17,67665,00:01:07:16,13952,00:00:13:23,1,0,0,HARD
4,"""can't tell""","""no""",0,no,no,NA,038,6,21,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,52146,00:00:52:03,66176,00:01:06:04,14030,00:00:14:00,0,1,0,HARD
4,no response,"""no""",0,yes,NA,lateral,038,6,28,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,50100,00:00:50:02,63982,00:01:03:24,13882,00:00:13:22,1,1,0,HARD
5,"""yes""","""no""",0,yes,NA,lateral,017,2,31,1,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,65637,00:01:05:15,79533,00:01:19:13,13896,00:00:13:22,1,1,1,EASY
5,no response,"""no""",0,yes,NA,lateral,027,8,23,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,67542,00:01:07:13,81494,00:01:21:12,13952,00:00:13:23,1,0,0,EASY
5,no response,"""no""",0,yes,NA,lateral,027,8,37,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,67784,00:01:07:19,81641,00:01:21:16,13857,00:00:13:21,1,0,0,EASY
5,"""can't tell""","""no""",0,yes,NA,other/unclear,009,3,32,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,65418,00:01:05:10,79359,00:01:19:08,13941,00:00:13:23,1,0,1,HARDEST
5,no response,"""no""",0,yes,no,other/unclear,019,1,15,1,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,69810,00:01:09:20,83756,00:01:23:18,13946,00:00:13:23,1,1,1,HARDEST
5,"""yes""","""no""",0,no,no,NA,019,1,16,1,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,69098,00:01:09:02,83172,00:01:23:04,14074,00:00:14:01,0,1,1,HARDEST
6,"""no""","""yes""",0,no,NA,NA,022,8,23,0,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,81651,00:01:21:16,95461,00:01:35:11,13810,00:00:13:20,0,0,0,EASIEST
6,"""no""","""yes""",0,no,NA,NA,004,3,32,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,79554,00:01:19:13,93377,00:01:33:09,13823,00:00:13:20,0,0,1,HARD
6,"""no""","""yes""",0,yes,no,other/unclear,014,1,15,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,83837,00:01:23:20,97918,00:01:37:22,14081,00:00:14:02,1,1,1,HARD
6,"""no""","""yes""",0,yes,NA,lateral,034,5,34,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,76402,00:01:16:10,90354,00:01:30:08,13952,00:00:13:23,1,1,0,HARD
7,"""can't tell""","""no""",0,yes,NA,other/unclear,007,3,32,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,93576,00:01:33:14,107458,00:01:47:11,13882,00:00:13:22,1,0,1,EASY
7,no response,"""no""",0,no,no,NA,017,1,14,1,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,97080,00:01:37:02,111041,00:01:51:01,13961,00:00:13:24,0,1,1,EASY
7,"""can't tell""","""no""",0,yes,NA,lateral,037,5,27,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,94295,00:01:34:07,108247,00:01:48:06,13952,00:00:13:23,1,1,0,EASY
7,"""can't tell""","""no""",0,yes,NA,lateral,037,5,34,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,90521,00:01:30:13,104425,00:01:44:10,13904,00:00:13:22,1,1,0,EASY
7,"""yes""","""no""",0,no,NA,NA,009,4,33,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,94560,00:01:34:14,108400,00:01:48:10,13840,00:00:13:21,0,0,1,HARDEST
8,"""no""","""can't tell""",0,yes,NA,other/unclear,001,3,32,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_32_2018-04-02_40-L3.eaf,107625,00:01:47:15,121449,00:02:01:11,13824,00:00:13:20,1,0,1,NA
8,no response,"""can't tell""",0,no,no,NA,011,1,14,1,vertical,NA_E,NA,61.8,NA,spatial,INVALID,NA,CGChains_14_2018-03-09_40-L1.eaf,111140,00:01:51:03,125166,00:02:05:04,14026,00:00:14:00,0,1,1,NA
8,"""no""","""can't tell""",0,no,no,NA,011,1,16,1,vertical,NA_E,NA,61.8,NA,spatial,INVALID,NA,CGChains_16_2018-03-09_40-L1.eaf,111440,00:01:51:11,125440,00:02:05:11,14000,00:00:14:00,0,1,1,NA
8,"""yes""","""can't tell""",0,yes,NA,lateral,021,8,37,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_37_2018-04-05_40-L8.eaf,109921,00:01:49:23,123779,00:02:03:19,13858,00:00:13:21,1,0,0,NA
8,"""yes""","""can't tell""",0,yes,yes,lateral,031,5,20,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,103150,00:01:43:03,117241,00:01:57:06,14091,00:00:14:02,1,1,0,NA
8,"""no""","""can't tell""",0,yes,NA,lateral,031,5,27,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,108500,00:01:48:12,122262,00:02:02:06,13762,00:00:13:19,1,1,0,NA
8,"""no""","""can't tell""",0,yes,NA,lateral,031,5,34,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,104616,00:01:44:15,118520,00:01:58:13,13904,00:00:13:22,1,1,0,NA
8,"""yes""","""can't tell""",0,yes,NA,lateral,031,6,35,1,horizonal,NA_E,NA,61.8,NA,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,107683,00:01:47:17,121492,00:02:01:12,13809,00:00:13:20,1,1,0,NA
9,"""can't tell""","""yes""",0,yes,NA,lateral,003,3,25,0,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,122138,00:02:02:03,135938,00:02:15:23,13800,00:00:13:20,1,0,1,EASY
9,"""no""","""yes""",0,yes,NA,lateral,033,5,27,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,122471,00:02:02:11,136328,00:02:16:08,13857,00:00:13:21,1,1,0,EASY
9,"""no""","""yes""",0,no,no,NA,005,4,19,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,120712,00:02:00:17,134823,00:02:14:20,14111,00:00:14:02,0,0,1,HARDEST
9,"""no""","""yes""",0,no,NA,NA,005,4,33,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,122560,00:02:02:14,136360,00:02:16:09,13800,00:00:13:20,0,0,1,HARDEST
9,"""no""","""yes""",0,yes,yes,lateral,035,6,21,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,122807,00:02:02:20,136746,00:02:16:18,13939,00:00:13:23,1,1,0,HARDEST
9,"""can't tell""","""yes""",0,yes,NA,lateral,035,6,35,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,121634,00:02:01:15,135587,00:02:15:14,13953,00:00:13:23,1,1,0,HARDEST
10,"""no""","""yes""",0,yes,NA,lateral,023,8,23,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,138117,00:02:18:02,154646,00:02:34:16,16529,00:00:16:13,1,0,0,EASY
10,"""can't tell""","""yes""",0,no,yes,NA,033,6,21,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,136866,00:02:16:21,149926,00:02:29:23,13060,00:00:13:01,0,1,0,EASY
10,"""can't tell""","""yes""",0,yes,NA,other/unclear,005,3,32,0,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,135725,00:02:15:18,148725,00:02:28:18,13000,00:00:13:00,1,0,1,HARDEST
10,"""no""","""yes""",0,no,no,NA,015,1,15,1,vertical,HARD,1,38.3,38.3,spatial,valid,also looks like a gesture but a bit ambiguous,CGChains_15_2018-03-09_40-L1.eaf,140404,00:02:20:10,152945,00:02:32:23,12541,00:00:12:13,0,1,1,HARDEST
10,"""no""","""yes""",0,yes,yes,lateral,035,5,20,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,131359,00:02:11:08,150480,00:02:30:12,19121,00:00:19:03,1,1,0,HARDEST
10,no response,"""yes""",0,yes,NA,lateral,035,5,34,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,132638,00:02:12:15,145353,00:02:25:08,12715,00:00:12:17,1,1,0,HARDEST
11,"""no""","""yes""",0,yes,no,lateral,032,1,15,1,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,159648,00:02:39:16,173621,00:02:53:15,13973,00:00:13:24,1,1,0,EASIEST
11,"""can't tell""","""yes""",0,yes,NA,other/unclear,004,8,37,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,157033,00:02:37:00,170938,00:02:50:23,13905,00:00:13:22,1,0,1,HARD
11,"""can't tell""","""yes""",0,no,no,NA,014,6,21,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,156060,00:02:36:01,170030,00:02:50:00,13970,00:00:13:24,0,1,1,HARD
11,"""can't tell""","""yes""",0,yes,NA,sagittal,014,6,35,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,154836,00:02:34:20,168693,00:02:48:17,13857,00:00:13:21,1,1,1,HARD
11,no response,"""yes""",0,no,NA,NA,024,4,26,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,155544,00:02:35:13,169426,00:02:49:10,13882,00:00:13:22,0,0,0,HARD
11,"""no""","""yes""",0,no,NA,NA,024,4,33,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,do these fidgets contain some gestures?,CGChains_33_2018-04-02_40-L4.eaf,155600,00:02:35:15,169480,00:02:49:12,13880,00:00:13:22,0,0,0,HARD
11,no response,"""yes""",0,yes,NA,lateral,034,2,24,1,horizonal,HARD,1,41.5,41.5,spatial,valid,resonse: I don't  know.,CGChains_24_2018-03-11_40-L2.eaf,156851,00:02:36:21,171023,00:02:51:00,14172,00:00:14:04,1,1,0,HARD
12,"""can't tell""","""no""",0,yes,NA,other/unclear,006,8,37,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,171128,00:02:51:03,185032,00:03:05:00,13904,00:00:13:22,1,0,1,EASIEST
12,"""can't tell""","""no""",0,yes,NA,vertical,016,6,28,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,167427,00:02:47:10,181310,00:03:01:07,13883,00:00:13:22,1,1,1,EASIEST
12,"""yes""","""no""",0,yes,NA,other/unclear,018,5,34,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,165768,00:02:45:19,179673,00:02:59:16,13905,00:00:13:22,1,1,1,HARD
12,"""can't tell""","""no""",0,yes,NA,lateral,028,3,32,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,168796,00:02:48:19,182678,00:03:02:16,13882,00:00:13:22,1,0,0,HARD
12,no response,"""no""",0,no,no,NA,038,1,14,1,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,172634,00:02:52:15,186652,00:03:06:16,14018,00:00:14:00,0,1,0,HARD
13,"""yes""","""can't tell""",0,yes,NA,other/unclear,020,5,34,1,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_34_2018-04-03_40-L5.eaf,179815,00:02:59:20,193767,00:03:13:19,13952,00:00:13:23,1,1,1,NA
13,no response,"""can't tell""",0,no,no,NA,030,3,18,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,181273,00:03:01:06,195310,00:03:15:07,14037,00:00:14:00,0,0,0,NA
13,no response,"""can't tell""",0,yes,NA,lateral,030,3,25,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,183378,00:03:03:09,197218,00:03:17:05,13840,00:00:13:21,1,0,0,NA
13,"""no""","""can't tell""",0,yes,NA,lateral,030,3,32,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,182848,00:03:02:21,196789,00:03:16:19,13941,00:00:13:23,1,0,0,NA
13,"""yes""","""can't tell""",0,no,NA,NA,030,4,33,0,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,183822,00:03:03:20,197528,00:03:17:13,13706,00:00:13:17,0,0,0,NA
13,"""no""","""can't tell""",0,no,no,NA,040,1,14,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,possibly a hint of self-talk visible here...,CGChains_14_2018-03-09_40-L1.eaf,186725,00:03:06:18,200793,00:03:20:19,14068,00:00:14:01,0,1,0,NA
13,"""yes""","""can't tell""",0,yes,NA,lateral,040,2,31,1,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,183027,00:03:03:00,196854,00:03:16:21,13827,00:00:13:20,1,1,0,NA
14,"""can't tell""","""no""",0,yes,NA,vertical,016,5,27,1,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,197881,00:03:17:22,211691,00:03:31:17,13810,00:00:13:20,1,1,1,EASIEST
14,"""can't tell""","""no""",0,yes,NA,other/unclear,008,8,37,0,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,199222,00:03:19:05,213079,00:03:33:01,13857,00:00:13:21,1,0,1,HARD
14,"""can't tell""","""no""",0,no,yes,NA,018,6,21,1,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,198614,00:03:18:15,212523,00:03:32:13,13909,00:00:13:22,0,1,1,HARD
14,"""yes""","""no""",0,no,no,NA,028,4,19,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,196361,00:03:16:09,210383,00:03:30:09,14022,00:00:14:00,0,0,0,HARD
14,no response,"""no""",0,no,NA,NA,028,4,26,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,197926,00:03:17:23,211573,00:03:31:14,13647,00:00:13:16,0,0,0,HARD
15,"""yes""","""no""",0,no,NA,NA,027,4,33,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,211823,00:03:31:20,225705,00:03:45:17,13882,00:00:13:22,0,0,0,EASY
15,"""yes""","""no""",0,yes,NA,lateral,037,2,31,1,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,210983,00:03:30:24,224948,00:03:44:23,13965,00:00:13:24,1,1,0,EASY
15,"""can't tell""","""no""",0,no,no,NA,029,3,18,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,209491,00:03:29:12,223491,00:03:43:12,14000,00:00:14:00,0,0,0,HARDEST
15,"""yes""","""no""",0,yes,NA,other/unclear,029,3,32,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,used fingers,CGChains_32_2018-04-02_40-L3.eaf,210920,00:03:30:23,224743,00:03:44:18,13823,00:00:13:20,1,0,0,HARDEST
15,"""yes""","""no""",0,no,no,NA,039,1,14,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,214963,00:03:34:24,228981,00:03:48:24,14018,00:00:14:00,0,1,0,HARDEST
15,"""yes""","""no""",0,yes,no,lateral,039,1,15,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,216080,00:03:36:02,229972,00:03:49:24,13892,00:00:13:22,1,1,0,HARDEST
16,"""no""","""yes""",0,yes,NA,other/unclear,002,8,37,0,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,227316,00:03:47:07,241173,00:04:01:04,13857,00:00:13:21,1,0,1,EASIEST
16,no response,"""yes""",0,no,no,NA,024,3,18,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,223567,00:03:43:14,237580,00:03:57:14,14013,00:00:14:00,0,0,0,HARD
16,no response,"""yes""",0,yes,NA,lateral,024,3,25,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,225518,00:03:45:12,239398,00:03:59:09,13880,00:00:13:22,1,0,0,HARD
16,"""no""","""yes""",0,yes,NA,other/unclear,024,3,32,0,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,224941,00:03:44:23,238882,00:03:58:22,13941,00:00:13:23,1,0,0,HARD
17,"""can't tell""","""no""",0,yes,NA,vertical,017,5,27,1,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,239971,00:03:59:24,253781,00:04:13:19,13810,00:00:13:20,1,1,1,EASY
17,"""can't tell""","""no""",0,yes,NA,other/unclear,027,3,32,0,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,238964,00:03:58:24,252788,00:04:12:19,13824,00:00:13:20,1,0,0,EASY
17,"""yes""","""no""",0,no,NA,NA,029,4,33,0,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,239940,00:03:59:23,253822,00:04:13:20,13882,00:00:13:22,0,0,0,HARDEST
17,"""can't tell""","""no""",0,yes,NA,lateral,039,2,24,1,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,241673,00:04:01:16,255742,00:04:15:18,14069,00:00:14:01,1,1,0,HARDEST
18,"""no""","""can't tell""",0,no,NA,NA,001,8,30,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_30_2018-03-30_40-L8.eaf,252493,00:04:12:12,266493,00:04:26:12,14000,00:00:14:00,0,0,1,NA
18,"""yes""","""can't tell""",0,no,NA,NA,001,8,37,0,vertical,NA_E,NA,61.8,NA,non-spatial,INVALID,looks more like fidgeting here,CGChains_37_2018-04-05_40-L8.eaf,255454,00:04:15:11,269311,00:04:29:07,13857,00:00:13:21,0,0,1,NA
18,"""yes""","""can't tell""",0,no,no,NA,021,4,19,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_19_2018-03-10_40-L4.eaf,252791,00:04:12:19,266768,00:04:26:19,13977,00:00:13:24,0,0,0,NA
18,"""no""","""can't tell""",0,no,NA,NA,021,4,33,0,horizonal,NA_E,NA,61.8,NA,non-spatial,INVALID,NA,CGChains_33_2018-04-02_40-L4.eaf,254057,00:04:14:01,267940,00:04:27:23,13883,00:00:13:22,0,0,0,NA
