trial_number,response,answer,ACCURACY,gesture_presence,self-talk_presence,gesture_axis,ITEM_CODE,LIST,SUBJ,SPATIAL_FIRST,item_axis,DIFFICULTY_with_invalid,difficulty_indicator_without_invalid,correct_deSoto,correct_deSoto_without_invalid,trial_type,validity,comments,File,Begin Time - msec,Begin Time - PAL,End Time - msec,End Time - PAL,Duration - msec,Duration - PAL,GESTURE_PRESENT,SPATIAL_TRIAL,VERTICAL_TRIAL,deSoto_difficulty
29,"""yes""","""yes""",1,yes,NA,lateral,033,7,36,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,454653,00:07:34:16,468381,00:07:48:09,13728,00:00:13:18,1,1,0,EASY
29,"""yes""","""yes""",1,yes,no,other/unclear,005,2,17,1,vertical,HARD,1,38.3,38.3,non-spatial,valid,axis: seems sagittal but also hard to tell b/c of relative positions of the hand and body,CGChains_17_2018-03-10_40-L2.eaf,464515,00:07:44:12,478612,00:07:58:15,14097,00:00:14:02,1,0,1,HARDEST
29,"""yes""","""yes""",1,yes,NA,vertical,005,2,24,1,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,475243,00:07:55:06,489243,00:08:09:06,14000,00:00:14:00,1,0,1,HARDEST
29,"""yes""","""yes""",1,yes,NA,vertical,005,2,31,1,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,472413,00:07:52:10,486237,00:08:06:05,13824,00:00:13:20,1,0,1,HARDEST
29,"""yes""","""yes""",1,no,no,NA,015,4,19,0,vertical,HARD,1,38.3,38.3,spatial,valid,occluded hands,CGChains_19_2018-03-10_40-L4.eaf,461964,00:07:41:24,476033,00:07:56:00,14069,00:00:14:01,0,1,1,HARDEST
29,"""yes""","""yes""",1,no,NA,NA,015,4,26,0,vertical,HARD,1,38.3,38.3,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,466617,00:07:46:15,480499,00:08:00:12,13882,00:00:13:22,0,1,1,HARDEST
29,"""yes""","""yes""",1,no,NA,NA,015,4,33,0,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,454293,00:07:34:07,467999,00:07:47:24,13706,00:00:13:17,0,1,1,HARDEST
29,"""yes""","""yes""",1,no,yes,NA,025,6,21,1,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,462535,00:07:42:13,476604,00:07:56:15,14069,00:00:14:01,0,0,0,HARDEST
29,"""yes""","""yes""",1,yes,NA,sagittal,025,6,35,1,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,450149,00:07:30:03,464102,00:07:44:02,13953,00:00:13:23,1,0,0,HARDEST
29,"""yes""","""yes""",1,yes,NA,other/unclear,035,8,30,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,472861,00:07:52:21,486784,00:08:06:19,13923,00:00:13:23,1,1,0,HARDEST
30,"""yes""","""yes""",1,no,no,NA,003,2,17,1,vertical,EASY,0,60.5,60.5,non-spatial,valid,similar gesture to previous but not as clear this time so not coded,CGChains_17_2018-03-10_40-L2.eaf,478676,00:07:58:16,491370,00:08:11:09,12694,00:00:12:17,0,0,1,EASY
30,"""yes""","""yes""",1,yes,NA,vertical,003,2,24,1,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,489465,00:08:09:11,508465,00:08:28:11,19000,00:00:19:00,1,0,1,EASY
30,"""yes""","""yes""",1,yes,NA,vertical,003,2,31,1,vertical,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_31_2018-03-30_40-L2.eaf,486494,00:08:06:12,505259,00:08:25:06,18765,00:00:18:19,1,0,1,EASY
30,"""yes""","""yes""",1,no,no,NA,013,4,19,0,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_19_2018-03-10_40-L4.eaf,476124,00:07:56:03,489917,00:08:09:22,13793,00:00:13:19,0,1,1,EASY
30,"""yes""","""yes""",1,no,NA,NA,013,4,26,0,vertical,EASY,0,60.5,60.5,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,480726,00:08:00:18,493962,00:08:13:24,13236,00:00:13:05,0,1,1,EASY
30,"""yes""","""yes""",1,no,NA,NA,013,4,33,0,vertical,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_33_2018-04-02_40-L4.eaf,468176,00:07:48:04,482058,00:08:02:01,13882,00:00:13:22,0,1,1,EASY
30,"""yes""","""yes""",1,no,yes,NA,023,6,21,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,476710,00:07:56:17,491399,00:08:11:09,14689,00:00:14:17,0,0,0,EASY
30,"""yes""","""yes""",1,yes,NA,lateral,023,6,28,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,490844,00:08:10:21,503314,00:08:23:07,12470,00:00:12:11,1,0,0,EASY
30,"""yes""","""yes""",1,yes,NA,sagittal,023,6,35,1,horizonal,EASY,0,60.5,60.5,non-spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,464268,00:07:44:06,479029,00:07:59:00,14761,00:00:14:19,1,0,0,EASY
30,"""yes""","""yes""",1,yes,NA,lateral,033,8,23,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,500412,00:08:20:10,519189,00:08:39:04,18777,00:00:18:19,1,1,0,EASY
30,"""yes""","""yes""",1,yes,NA,lateral,033,8,37,0,horizonal,EASY,0,60.5,60.5,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,494391,00:08:14:09,508314,00:08:28:07,13923,00:00:13:23,1,1,0,EASY
30,"""yes""","""yes""",1,no,no,NA,005,1,14,1,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,525112,00:08:45:02,544150,00:09:04:03,19038,00:00:19:00,0,0,1,HARDEST
30,"""yes""","""yes""",1,no,no,NA,005,1,15,1,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,485972,00:08:05:24,498080,00:08:18:02,12108,00:00:12:02,0,0,1,HARDEST
30,"""yes""","""yes""",1,no,no,NA,005,1,16,1,vertical,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,537424,00:08:57:10,550765,00:09:10:19,13341,00:00:13:08,0,0,1,HARDEST
30,"""yes""","""yes""",1,no,no,NA,015,3,18,0,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,496110,00:08:16:02,509431,00:08:29:10,13321,00:00:13:08,0,1,1,HARDEST
30,"""yes""","""yes""",1,yes,NA,lateral,015,3,25,0,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,515269,00:08:35:06,528215,00:08:48:05,12946,00:00:12:23,1,1,1,HARDEST
30,"""yes""","""yes""",1,yes,NA,other/unclear,015,3,32,0,vertical,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,503206,00:08:23:05,516088,00:08:36:02,12882,00:00:12:22,1,1,1,HARDEST
30,"""yes""","""yes""",1,yes,yes,lateral,025,5,20,1,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,494809,00:08:14:20,513809,00:08:33:20,19000,00:00:19:00,1,0,0,HARDEST
30,"""yes""","""yes""",1,yes,NA,lateral,025,5,27,1,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,501922,00:08:21:23,520746,00:08:40:18,18824,00:00:18:20,1,0,0,HARDEST
30,"""yes""","""yes""",1,yes,NA,other/unclear,025,5,34,1,horizonal,HARD,1,38.3,38.3,non-spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,470048,00:07:50:01,484894,00:08:04:22,14846,00:00:14:21,1,0,0,HARDEST
30,"""yes""","""yes""",1,no,NA,NA,035,7,22,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,473139,00:07:53:03,485492,00:08:05:12,12353,00:00:12:08,0,1,0,HARDEST
30,"""yes""","""yes""",1,no,NA,NA,035,7,29,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,464651,00:07:44:16,477366,00:07:57:09,12715,00:00:12:17,0,1,0,HARDEST
30,"""yes""","""yes""",1,yes,NA,lateral,035,7,36,0,horizonal,HARD,1,38.3,38.3,spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,468698,00:07:48:17,482244,00:08:02:06,13546,00:00:13:13,1,1,0,HARDEST
31,"""yes""","""yes""",1,yes,yes,vertical,002,5,20,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,513927,00:08:33:23,527927,00:08:47:23,14000,00:00:14:00,1,0,1,EASIEST
31,"""yes""","""yes""",1,yes,NA,vertical,002,5,27,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,520971,00:08:40:24,534677,00:08:54:16,13706,00:00:13:17,1,0,1,EASIEST
31,"""yes""","""yes""",1,yes,NA,other/unclear,002,5,34,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,489076,00:08:09:01,502922,00:08:22:23,13846,00:00:13:21,1,0,1,EASIEST
31,"""yes""","""yes""",1,yes,NA,lateral,012,7,22,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,492425,00:08:12:10,506366,00:08:26:09,13941,00:00:13:23,1,1,1,EASIEST
31,"""yes""","""yes""",1,no,NA,NA,012,7,29,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,483763,00:08:03:19,497383,00:08:17:09,13620,00:00:13:15,0,1,1,EASIEST
31,"""yes""","""yes""",1,no,NA,NA,012,7,36,0,vertical,EASY,0,61.8,61.8,spatial,valid,"another borderline care, but this time not as clear so coded ""no""",CGChains_36_2018-04-05_40-L7.eaf,487834,00:08:07:20,501562,00:08:21:14,13728,00:00:13:18,0,1,1,EASIEST
31,"""yes""","""yes""",1,no,no,NA,022,1,14,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,544205,00:09:04:05,558316,00:09:18:07,14111,00:00:14:02,0,0,0,EASIEST
31,"""yes""","""yes""",1,no,no,NA,022,1,16,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,556504,00:09:16:12,570626,00:09:30:15,14122,00:00:14:03,0,0,0,EASIEST
31,"""yes""","""yes""",1,yes,NA,lateral,032,3,25,0,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,534315,00:08:54:07,548234,00:09:08:05,13919,00:00:13:22,1,1,0,EASIEST
31,"""yes""","""yes""",1,yes,NA,lateral,032,3,32,0,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,522287,00:08:42:07,536111,00:08:56:02,13824,00:00:13:20,1,1,0,EASIEST
31,"""yes""","""yes""",1,no,yes,NA,004,6,21,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,496773,00:08:16:19,510808,00:08:30:20,14035,00:00:14:00,0,0,1,HARD
31,"""yes""","""yes""",1,yes,NA,sagittal,004,6,35,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,483300,00:08:03:07,497253,00:08:17:06,13953,00:00:13:23,1,0,1,HARD
31,"""yes""","""yes""",1,no,NA,NA,014,8,30,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,506079,00:08:26:01,519772,00:08:39:19,13693,00:00:13:17,0,1,1,HARD
31,"""yes""","""yes""",1,yes,NA,vertical,014,8,37,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,513505,00:08:33:12,527429,00:08:47:10,13924,00:00:13:23,1,1,1,HARD
31,"""yes""","""yes""",1,no,no,NA,024,2,17,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_17_2018-03-10_40-L2.eaf,497870,00:08:17:21,511886,00:08:31:22,14016,00:00:14:00,0,0,0,HARD
31,"""yes""","""yes""",1,yes,NA,other/unclear,024,2,31,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,another axis switch from previous vertical set,CGChains_31_2018-03-30_40-L2.eaf,505453,00:08:25:11,519453,00:08:39:11,14000,00:00:14:00,1,0,0,HARD
31,"""yes""","""yes""",1,no,NA,NA,034,4,26,0,horizonal,HARD,1,41.5,41.5,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,499925,00:08:19:23,513631,00:08:33:15,13706,00:00:13:17,0,1,0,HARD
32,"""no""","""no""",1,no,yes,NA,006,6,21,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,510962,00:08:30:24,524893,00:08:44:22,13931,00:00:13:23,0,0,1,EASIEST
32,"""no""","""no""",1,yes,NA,vertical,006,6,28,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_28_2018-03-29_40-L6.eaf,523857,00:08:43:21,537563,00:08:57:14,13706,00:00:13:17,1,0,1,EASIEST
32,"""no""","""no""",1,yes,NA,sagittal,006,6,35,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,497459,00:08:17:11,511173,00:08:31:04,13714,00:00:13:17,1,0,1,EASIEST
32,"""no""","""no""",1,yes,NA,vertical,016,8,23,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_23_2018-03-11_40-L8.eaf,533631,00:08:53:15,547520,00:09:07:13,13889,00:00:13:22,1,1,1,EASIEST
32,"""no""","""no""",1,no,NA,NA,016,8,30,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,520151,00:08:40:03,534075,00:08:54:01,13924,00:00:13:23,0,1,1,EASIEST
32,"""no""","""no""",1,yes,NA,vertical,016,8,37,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,527467,00:08:47:11,541467,00:09:01:11,14000,00:00:14:00,1,1,1,EASIEST
32,"""no""","""no""",1,yes,no,other/unclear,026,2,17,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_17_2018-03-10_40-L2.eaf,511951,00:08:31:23,526048,00:08:46:01,14097,00:00:14:02,1,0,0,EASIEST
32,"""no""","""no""",1,yes,NA,other/unclear,026,2,24,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,gets even less clear here,CGChains_24_2018-03-11_40-L2.eaf,523793,00:08:43:19,536639,00:08:56:15,12846,00:00:12:21,1,0,0,EASIEST
32,"""no""","""no""",1,no,no,NA,036,4,19,0,horizonal,EASY,0,61.8,61.8,spatial,valid,subtle movement that looks like potential gesture (not coded),CGChains_19_2018-03-10_40-L4.eaf,509575,00:08:29:14,523403,00:08:43:10,13828,00:00:13:20,0,1,0,EASIEST
32,"""no""","""no""",1,no,NA,NA,036,4,26,0,horizonal,EASY,0,61.8,61.8,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,513830,00:08:33:20,527712,00:08:47:17,13882,00:00:13:22,0,1,0,EASIEST
32,"""no""","""no""",1,yes,yes,vertical,008,5,20,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,528047,00:08:48:01,542001,00:09:02:00,13954,00:00:13:23,1,0,1,HARD
32,"""no""","""no""",1,yes,NA,vertical,008,5,27,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,534934,00:08:54:23,548816,00:09:08:20,13882,00:00:13:22,1,0,1,HARD
32,"""no""","""no""",1,no,NA,NA,008,5,34,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_34_2018-04-03_40-L5.eaf,503076,00:08:23:01,516999,00:08:36:24,13923,00:00:13:23,0,0,1,HARD
32,"""no""","""no""",1,no,NA,NA,018,7,22,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,506620,00:08:26:15,520561,00:08:40:14,13941,00:00:13:23,0,1,1,HARD
32,"""no""","""no""",1,no,NA,NA,018,7,29,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,497661,00:08:17:16,511708,00:08:31:17,14047,00:00:14:01,0,1,1,HARD
32,"""no""","""no""",1,yes,NA,other/unclear,018,7,36,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,501789,00:08:21:19,515698,00:08:35:17,13909,00:00:13:22,1,1,1,HARD
32,"""no""","""no""",1,no,no,NA,028,1,14,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,558374,00:09:18:09,572374,00:09:32:09,14000,00:00:14:00,0,0,0,HARD
32,"""no""","""no""",1,no,no,NA,028,1,15,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,519269,00:08:39:06,533297,00:08:53:07,14028,00:00:14:00,0,0,0,HARD
32,"""no""","""no""",1,no,no,NA,028,1,16,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_16_2018-03-09_40-L1.eaf,570703,00:09:30:17,584752,00:09:44:18,14049,00:00:14:01,0,0,0,HARD
32,"""no""","""no""",1,yes,NA,lateral,038,3,25,0,horizonal,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,548371,00:09:08:09,562209,00:09:22:05,13838,00:00:13:20,1,1,0,HARD
33,"""can't tell""","""can't tell""",1,yes,yes,vertical,010,5,20,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_20_2018-03-10_40-L5.eaf,542226,00:09:02:05,556272,00:09:16:06,14046,00:00:14:01,1,0,1,NA
33,"""can't tell""","""can't tell""",1,no,yes,NA,010,6,21,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_21_2018-03-10_40-L6.eaf,525002,00:08:45:00,539105,00:08:59:02,14103,00:00:14:02,0,0,1,NA
33,"""can't tell""","""can't tell""",1,no,NA,NA,010,5,27,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_27_2018-03-14_40-L5.eaf,549043,00:09:09:01,562867,00:09:22:21,13824,00:00:13:20,0,0,1,NA
33,"""can't tell""","""can't tell""",1,yes,NA,vertical,010,6,28,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_28_2018-03-29_40-L6.eaf,537821,00:08:57:20,551821,00:09:11:20,14000,00:00:14:00,1,0,1,NA
33,"""can't tell""","""can't tell""",1,no,NA,NA,010,5,34,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_34_2018-04-03_40-L5.eaf,517190,00:08:37:04,530960,00:08:50:24,13770,00:00:13:19,0,0,1,NA
33,"""can't tell""","""can't tell""",1,yes,NA,other/unclear,010,6,35,1,vertical,NA_H,NA,38.3,NA,non-spatial,INVALID,NA,CGChains_35_2018-04-03_40-L6.eaf,511316,00:08:31:07,525268,00:08:45:06,13952,00:00:13:23,1,0,1,NA
33,"""can't tell""","""can't tell""",1,yes,NA,other/unclear,020,7,22,0,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_22_2018-03-10_40-L7.eaf,520757,00:08:40:18,534640,00:08:54:16,13883,00:00:13:22,1,1,1,NA
33,"""can't tell""","""can't tell""",1,yes,NA,vertical,020,8,23,0,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_23_2018-03-11_40-L8.eaf,547794,00:09:07:19,561350,00:09:21:08,13556,00:00:13:13,1,1,1,NA
33,"""can't tell""","""can't tell""",1,no,NA,NA,020,7,29,0,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_29_2018-03-29_40-L7.eaf,511914,00:08:31:22,525676,00:08:45:16,13762,00:00:13:19,0,1,1,NA
33,"""can't tell""","""can't tell""",1,no,NA,NA,020,8,30,0,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_30_2018-03-30_40-L8.eaf,534343,00:08:54:08,548036,00:09:08:00,13693,00:00:13:17,0,1,1,NA
33,"""can't tell""","""can't tell""",1,yes,NA,other/unclear,020,7,36,0,vertical,NA_H,NA,38.3,NA,spatial,INVALID,NA,CGChains_36_2018-04-05_40-L7.eaf,516015,00:08:36:00,529652,00:08:49:16,13637,00:00:13:15,1,1,1,NA
33,"""can't tell""","""can't tell""",1,no,no,NA,030,1,15,1,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,533458,00:08:53:11,547567,00:09:07:14,14109,00:00:14:02,0,0,0,NA
33,"""can't tell""","""can't tell""",1,no,no,NA,030,2,17,1,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,"there seems to be a bit of self-talk, obscured by hand; there is a gesture but not coded because could be construed otherwise",CGChains_17_2018-03-10_40-L2.eaf,526096,00:08:46:02,540128,00:09:00:03,14032,00:00:14:00,0,0,0,NA
33,"""can't tell""","""can't tell""",1,yes,NA,sagittal,030,2,24,1,horizonal,NA_H,NA,38.3,NA,non-spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,536831,00:08:56:20,550985,00:09:10:24,14154,00:00:14:03,1,0,0,NA
33,"""can't tell""","""can't tell""",1,yes,NA,lateral,040,3,25,0,horizonal,NA_H,NA,38.3,NA,spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,562334,00:09:22:08,576334,00:09:36:08,14000,00:00:14:00,1,1,0,NA
34,"""no""","""no""",1,yes,yes,vertical,006,5,20,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_20_2018-03-10_40-L5.eaf,556457,00:09:16:11,570366,00:09:30:09,13909,00:00:13:22,1,0,1,EASIEST
34,"""no""","""no""",1,no,NA,NA,006,5,27,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_27_2018-03-14_40-L5.eaf,563064,00:09:23:01,576770,00:09:36:19,13706,00:00:13:17,0,0,1,EASIEST
34,"""no""","""no""",1,yes,NA,other/unclear,006,5,34,1,vertical,EASY,0,61.8,61.8,non-spatial,valid,borderline case,CGChains_34_2018-04-03_40-L5.eaf,531228,00:08:51:05,545075,00:09:05:01,13847,00:00:13:21,1,0,1,EASIEST
34,"""no""","""no""",1,yes,NA,other/unclear,016,7,22,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_22_2018-03-10_40-L7.eaf,534864,00:08:54:21,548746,00:09:08:18,13882,00:00:13:22,1,1,1,EASIEST
34,"""no""","""no""",1,no,NA,NA,016,7,29,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_29_2018-03-29_40-L7.eaf,525884,00:08:45:22,539836,00:08:59:20,13952,00:00:13:23,0,1,1,EASIEST
34,"""no""","""no""",1,yes,NA,other/unclear,016,7,36,0,vertical,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_36_2018-04-05_40-L7.eaf,529833,00:08:49:20,543742,00:09:03:18,13909,00:00:13:22,1,1,1,EASIEST
34,"""no""","""no""",1,no,no,NA,026,1,14,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_14_2018-03-09_40-L1.eaf,586626,00:09:46:15,600589,00:10:00:14,13963,00:00:13:24,0,0,0,EASIEST
34,"""no""","""no""",1,no,no,NA,026,1,15,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,NA,CGChains_15_2018-03-09_40-L1.eaf,547674,00:09:07:16,561539,00:09:21:13,13865,00:00:13:21,0,0,0,EASIEST
34,"""no""","""no""",1,no,no,NA,026,1,16,1,horizonal,EASY,0,61.8,61.8,non-spatial,valid,"looks like a gesture, but deniable",CGChains_16_2018-03-09_40-L1.eaf,598965,00:09:58:24,612990,00:10:12:24,14025,00:00:14:00,0,0,0,EASIEST
34,"""no""","""no""",1,no,no,NA,036,3,18,0,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_18_2018-03-10_40-L3.eaf,557580,00:09:17:14,571641,00:09:31:16,14061,00:00:14:01,0,1,0,EASIEST
34,"""no""","""no""",1,yes,NA,lateral,036,3,25,0,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_25_2018-03-13_40-L3.eaf,576459,00:09:36:11,590351,00:09:50:08,13892,00:00:13:22,1,1,0,EASIEST
34,"""no""","""no""",1,yes,NA,lateral,036,3,32,0,horizonal,EASY,0,61.8,61.8,spatial,valid,NA,CGChains_32_2018-04-02_40-L3.eaf,564281,00:09:24:07,578222,00:09:38:05,13941,00:00:13:23,1,1,0,EASIEST
34,"""no""","""no""",1,no,yes,NA,008,6,21,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_21_2018-03-10_40-L6.eaf,539212,00:08:59:05,553178,00:09:13:04,13966,00:00:13:24,0,0,1,HARD
34,"""no""","""no""",1,yes,NA,sagittal,008,6,35,1,vertical,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_35_2018-04-03_40-L6.eaf,525387,00:08:45:09,539339,00:08:59:08,13952,00:00:13:23,1,0,1,HARD
34,"""no""","""no""",1,yes,NA,vertical,018,8,23,0,vertical,HARD,1,41.5,41.5,spatial,valid,interesting example (reinforcement of locations with movements at that location),CGChains_23_2018-03-11_40-L8.eaf,561679,00:09:21:16,575568,00:09:35:14,13889,00:00:13:22,1,1,1,HARD
34,"""no""","""no""",1,no,NA,NA,018,8,30,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_30_2018-03-30_40-L8.eaf,548256,00:09:08:06,561948,00:09:21:23,13692,00:00:13:17,0,1,1,HARD
34,"""no""","""no""",1,yes,NA,vertical,018,8,37,0,vertical,HARD,1,41.5,41.5,spatial,valid,NA,CGChains_37_2018-04-05_40-L8.eaf,555658,00:09:15:16,569582,00:09:29:14,13924,00:00:13:23,1,1,1,HARD
34,"""no""","""no""",1,no,no,NA,028,2,17,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,also appears to be a gesture here (not coded),CGChains_17_2018-03-10_40-L2.eaf,540193,00:09:00:04,554257,00:09:14:06,14064,00:00:14:01,0,0,0,HARD
34,"""no""","""no""",1,yes,NA,sagittal,028,2,24,1,horizonal,HARD,1,41.5,41.5,non-spatial,valid,NA,CGChains_24_2018-03-11_40-L2.eaf,551215,00:09:11:05,564908,00:09:24:22,13693,00:00:13:17,1,0,0,HARD
34,"""no""","""no""",1,no,NA,NA,038,4,26,0,horizonal,HARD,1,41.5,41.5,spatial,valid,occluded hand,CGChains_26_2018-03-13_40-L4.eaf,541635,00:09:01:15,555870,00:09:15:21,14235,00:00:14:05,0,1,0,HARD
